SampleName	percent	reads	taxon_id	taxon_name
SGREG_G_Crd_SRR8708090	91.007972	42045379	NA	unclassified
SGREG_G_Crd_SRR8708091	2.800043	1299852	1224	Proteobacteria
SGREG_G_Crd_SRR8708091	1.172503	544306	4890	Ascomycota
SGREG_G_Crd_SRR8708091	0.025302	11746	10239	Viruses
SGREG_G_Crd_SRR8708091	8.451273	3923298	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR8708091	2.624409	1218318	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR8708091	84.926468	39425048	NA	unclassified
SGREG_G_Crd_SRR8708092	1.678621	823297	1224	Proteobacteria
SGREG_G_Crd_SRR8708092	0.022206	10891	10239	Viruses
SGREG_G_Crd_SRR8708092	3.881635	1903788	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR8708092	2.6521	1300750	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR8708092	91.765434	45007305	NA	unclassified
SGREG_G_Crd_SRR8708093	2.919141	1336797	1224	Proteobacteria
SGREG_G_Crd_SRR8708093	1.538036	704331	4890	Ascomycota
SGREG_G_Crd_SRR8708093	0.023752	10877	10239	Viruses
SGREG_G_Crd_SRR8708093	9.284478	4251751	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR8708093	2.329848	1066935	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR8708093	83.904749	38423495	NA	unclassified
SGREG_S_Crd_DRR124533	7.411747	1063816	1224	Proteobacteria
SGREG_S_Crd_DRR124533	2.022594	290305	4890	Ascomycota
SGREG_S_Crd_DRR124533	1.46291	209973	201174	Actinobacteria
SGREG_S_Crd_DRR124533	1.231664	176782	1239	Firmicutes
SGREG_S_Crd_DRR124533	1.107663	158984	5204	Basidiomycota
SGREG_S_Crd_DRR124533	0.082268	11808	10239	Viruses
SGREG_S_Crd_DRR124533	6.974191	1001013	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_S_Crd_DRR124533	4.093428	587534	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_S_Crd_DRR124533	75.613534	10852891	NA	unclassified
SGREG_S_Crd_DRR124534	8.0864	1252865	1224	Proteobacteria
SGREG_S_Crd_DRR124534	2.096049	324751	4890	Ascomycota
SGREG_S_Crd_DRR124534	1.696255	262809	201174	Actinobacteria
SGREG_S_Crd_DRR124534	1.536143	238002	1239	Firmicutes
SGREG_S_Crd_DRR124534	1.243484	192659	5204	Basidiomycota
SGREG_S_Crd_DRR124534	0.098487	15259	10239	Viruses
SGREG_S_Crd_DRR124534	7.230537	1120262	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_S_Crd_DRR124534	4.787077	741685	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_S_Crd_DRR124534	73.225564	11345190	NA	unclassified
SGREG_S_Crd_DRR124535	7.495396	1218845	1224	Proteobacteria
SGREG_S_Crd_DRR124535	2.03191	330414	4890	Ascomycota
SGREG_S_Crd_DRR124535	1.7849	290247	201174	Actinobacteria
SGREG_S_Crd_DRR124535	1.412745	229730	1239	Firmicutes
SGREG_S_Crd_DRR124535	1.103827	179496	5204	Basidiomycota
SGREG_S_Crd_DRR124535	0.097791	15902	10239	Viruses
SGREG_S_Crd_DRR124535	6.903762	1122638	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_S_Crd_DRR124535	4.445894	722958	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_S_Crd_DRR124535	74.723774	12151020	NA	unclassified
SGREG_S_Crd_DRR124536	8.078362	1339001	1224	Proteobacteria
SGREG_S_Crd_DRR124536	1.941025	321728	4890	Ascomycota
SGREG_S_Crd_DRR124536	1.705444	282680	201174	Actinobacteria
SGREG_S_Crd_DRR124536	1.305852	216447	1239	Firmicutes
SGREG_S_Crd_DRR124536	1.114861	184790	5204	Basidiomycota
SGREG_S_Crd_DRR124536	0.090322	14971	10239	Viruses
SGREG_S_Crd_DRR124536	6.767665	1121751	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_S_Crd_DRR124536	4.115412	682136	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_S_Crd_DRR124536	74.881059	12411652	NA	unclassified
SGREG_S_Iso_DRR124528	8.344289	1321253	1224	Proteobacteria
SGREG_S_Iso_DRR124528	2.44156	386602	4890	Ascomycota
SGREG_S_Iso_DRR124528	1.616373	255940	201174	Actinobacteria
SGREG_S_Iso_DRR124528	1.258831	199326	5204	Basidiomycota
SGREG_S_Iso_DRR124528	1.256203	198910	1239	Firmicutes
SGREG_S_Iso_DRR124528	0.097971	15513	10239	Viruses
SGREG_S_Iso_DRR124528	7.941724	1257510	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_S_Iso_DRR124528	4.491121	711134	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_S_Iso_DRR124528	72.551924	11488031	NA	unclassified
SGREG_S_Iso_DRR124529	8.090396	1262036	1224	Proteobacteria
SGREG_S_Iso_DRR124529	2.397195	373943	4890	Ascomycota
SGREG_S_Iso_DRR124529	1.709256	266630	201174	Actinobacteria
SGREG_S_Iso_DRR124529	1.315274	205172	1239	Firmicutes
SGREG_S_Iso_DRR124529	1.258816	196365	5204	Basidiomycota
SGREG_S_Iso_DRR124529	0.122212	19064	10239	Viruses
SGREG_S_Iso_DRR124529	7.742462	1207761	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_S_Iso_DRR124529	5.101029	795719	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_S_Iso_DRR124529	72.26336	11272497	NA	unclassified
SGREG_S_Iso_DRR124530	7.753853	1250958	1224	Proteobacteria
SGREG_S_Iso_DRR124530	2.100305	338850	4890	Ascomycota
SGREG_S_Iso_DRR124530	1.84481	297630	201174	Actinobacteria
SGREG_S_Iso_DRR124530	1.490141	240410	1239	Firmicutes
SGREG_S_Iso_DRR124530	1.258695	203070	5204	Basidiomycota
SGREG_S_Iso_DRR124530	0.111508	17990	10239	Viruses
SGREG_S_Iso_DRR124530	7.233665	1167034	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_S_Iso_DRR124530	5.062426	816740	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_S_Iso_DRR124530	73.144597	11800689	NA	unclassified
SGREG_S_Iso_DRR124531	7.142366	1233150	1224	Proteobacteria
SGREG_S_Iso_DRR124531	2.2417	387036	4890	Ascomycota
SGREG_S_Iso_DRR124531	1.656879	286065	201174	Actinobacteria
SGREG_S_Iso_DRR124531	1.366847	235990	1239	Firmicutes
SGREG_S_Iso_DRR124531	1.070524	184829	5204	Basidiomycota
SGREG_S_Iso_DRR124531	0.091467	15792	10239	Viruses
SGREG_S_Iso_DRR124531	7.007251	1209822	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_S_Iso_DRR124531	4.208079	726537	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_S_Iso_DRR124531	75.214887	12986067	NA	unclassified
SGREG_S_Iso_DRR124532	8.089409	1262827	1224	Proteobacteria
SGREG_S_Iso_DRR124532	2.042513	318854	4890	Ascomycota
SGREG_S_Iso_DRR124532	1.771516	276549	201174	Actinobacteria
SGREG_S_Iso_DRR124532	1.355613	211623	1239	Firmicutes
SGREG_S_Iso_DRR124532	1.223724	191034	5204	Basidiomycota
SGREG_S_Iso_DRR124532	0.104152	16259	10239	Viruses
SGREG_S_Iso_DRR124532	7.073457	1104228	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_S_Iso_DRR124532	4.520325	705662	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_S_Iso_DRR124532	73.819292	11523832	NA	unclassified
SGREG_S_Iso_SRR6315673	14.832876	6795996	1224	Proteobacteria
SGREG_S_Iso_SRR6315673	5.512621	2525724	1239	Firmicutes
SGREG_S_Iso_SRR6315673	2.952259	1352640	5204	Basidiomycota
SGREG_S_Iso_SRR6315673	2.34735	1075488	4890	Ascomycota
SGREG_S_Iso_SRR6315673	2.027127	928771	1913637	Mucoromycota
SGREG_S_Iso_SRR6315673	1.966414	900954	976	Bacteroidetes
SGREG_S_Iso_SRR6315673	1.825209	836258	201174	Actinobacteria
SGREG_S_Iso_SRR6315673	1.07519	492621	3041	Chlorophyta
SGREG_S_Iso_SRR6315673	1.029633	471748	6029	Microsporidia
SGREG_S_Iso_SRR6315673	0.071096	32574	10239	Viruses
SGREG_S_Iso_SRR6315673	6.651063	3047325	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_S_Iso_SRR6315673	2.775133	1271486	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_S_Iso_SRR6315673	56.934023	26085525	NA	unclassified
SPICE_G_Crd_SRR11815262	9.92905	1650294	1224	Proteobacteria
SPICE_G_Crd_SRR11815262	2.677845	445081	4890	Ascomycota
SPICE_G_Crd_SRR11815262	2.509352	417076	1239	Firmicutes
SPICE_G_Crd_SRR11815262	2.303201	382812	201174	Actinobacteria
SPICE_G_Crd_SRR11815262	1.889902	314118	5204	Basidiomycota
SPICE_G_Crd_SRR11815262	0.129181	21471	10239	Viruses
SPICE_G_Crd_SRR11815262	7.88462	1310492	NA	cannot_be_assigned_to_a_non-viral_phylum
SPICE_G_Crd_SRR11815262	5.507987	915475	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SPICE_G_Crd_SRR11815262	67.168862	11164045	NA	unclassified
SPICE_G_Crd_SRR11815264	10.468046	2108151	1224	Proteobacteria
SPICE_G_Crd_SRR11815264	2.922987	588658	4890	Ascomycota
SPICE_G_Crd_SRR11815264	2.565814	516727	1239	Firmicutes
SPICE_G_Crd_SRR11815264	2.444456	492287	201174	Actinobacteria
SPICE_G_Crd_SRR11815264	1.96093	394910	5204	Basidiomycota
SPICE_G_Crd_SRR11815264	1.020691	205556	1913637	Mucoromycota
SPICE_G_Crd_SRR11815264	0.128413	25861	10239	Viruses
SPICE_G_Crd_SRR11815264	8.264094	1664299	NA	cannot_be_assigned_to_a_non-viral_phylum
SPICE_G_Crd_SRR11815264	4.612929	928994	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SPICE_G_Crd_SRR11815264	65.611637	13213472	NA	unclassified
SPICE_G_Crd_SRR11815265	9.996621	3006355	1224	Proteobacteria
SPICE_G_Crd_SRR11815265	2.94669	886179	1239	Firmicutes
SPICE_G_Crd_SRR11815265	2.889135	868870	201174	Actinobacteria
SPICE_G_Crd_SRR11815265	2.872426	863845	4890	Ascomycota
SPICE_G_Crd_SRR11815265	1.950391	586555	5204	Basidiomycota
SPICE_G_Crd_SRR11815265	1.096785	329844	1913637	Mucoromycota
SPICE_G_Crd_SRR11815265	0.151611	45595	10239	Viruses
SPICE_G_Crd_SRR11815265	7.809538	2348618	NA	cannot_be_assigned_to_a_non-viral_phylum
SPICE_G_Crd_SRR11815265	5.007856	1506048	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SPICE_G_Crd_SRR11815265	65.278941	19631801	NA	unclassified
SPICE_G_Crd_SRR11815266	9.812126	2741342	1224	Proteobacteria
SPICE_G_Crd_SRR11815266	2.785068	778101	4890	Ascomycota
SPICE_G_Crd_SRR11815266	2.766728	772977	1239	Firmicutes
SPICE_G_Crd_SRR11815266	2.692844	752335	201174	Actinobacteria
SPICE_G_Crd_SRR11815266	1.860853	519891	5204	Basidiomycota
SPICE_G_Crd_SRR11815266	0.128766	35975	10239	Viruses
SPICE_G_Crd_SRR11815266	8.087276	2259448	NA	cannot_be_assigned_to_a_non-viral_phylum
SPICE_G_Crd_SRR11815266	5.302712	1481488	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SPICE_G_Crd_SRR11815266	66.56363	18596752	NA	unclassified
SPICE_G_Crd_SRR11815267	9.673749	2597582	1224	Proteobacteria
SPICE_G_Crd_SRR11815267	3.135067	841824	4890	Ascomycota
SPICE_G_Crd_SRR11815267	2.76189	741619	201174	Actinobacteria
SPICE_G_Crd_SRR11815267	2.698643	724636	1239	Firmicutes
SPICE_G_Crd_SRR11815267	1.775348	476714	5204	Basidiomycota
SPICE_G_Crd_SRR11815267	1.046992	281137	1913637	Mucoromycota
SPICE_G_Crd_SRR11815267	0.147748	39673	10239	Viruses
SPICE_G_Crd_SRR11815267	8.264629	2219207	NA	cannot_be_assigned_to_a_non-viral_phylum
SPICE_G_Crd_SRR11815267	4.829363	1296774	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SPICE_G_Crd_SRR11815267	65.666562	17632697	NA	unclassified
SPICE_G_Crd_SRR11815268	10.455031	1821379	1224	Proteobacteria
SPICE_G_Crd_SRR11815268	3.528031	614621	4890	Ascomycota
SPICE_G_Crd_SRR11815268	2.706917	471574	1239	Firmicutes
SPICE_G_Crd_SRR11815268	2.582022	449816	201174	Actinobacteria
SPICE_G_Crd_SRR11815268	1.965533	342417	5204	Basidiomycota
SPICE_G_Crd_SRR11815268	0.127214	22162	10239	Viruses
SPICE_G_Crd_SRR11815268	8.576773	1494166	NA	cannot_be_assigned_to_a_non-viral_phylum
SPICE_G_Crd_SRR11815268	5.562504	969048	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SPICE_G_Crd_SRR11815268	64.495975	11235893	NA	unclassified
SPICE_G_Crd_SRR11815269	9.52868	1789195	1224	Proteobacteria
SPICE_G_Crd_SRR11815269	3.156605	592714	4890	Ascomycota
SPICE_G_Crd_SRR11815269	2.461306	462158	201174	Actinobacteria
SPICE_G_Crd_SRR11815269	2.37389	445744	1239	Firmicutes
SPICE_G_Crd_SRR11815269	1.743037	327289	5204	Basidiomycota
SPICE_G_Crd_SRR11815269	0.108181	20313	10239	Viruses
SPICE_G_Crd_SRR11815269	7.35968	1381923	NA	cannot_be_assigned_to_a_non-viral_phylum
SPICE_G_Crd_SRR11815269	5.117228	960859	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SPICE_G_Crd_SRR11815269	68.151391	12796748	NA	unclassified
SPICE_G_Crd_SRR11815270	10.021162	2640540	1224	Proteobacteria
SPICE_G_Crd_SRR11815270	3.387583	892616	4890	Ascomycota
SPICE_G_Crd_SRR11815270	3.067234	808205	1239	Firmicutes
SPICE_G_Crd_SRR11815270	2.802365	738413	201174	Actinobacteria
SPICE_G_Crd_SRR11815270	1.802431	474934	5204	Basidiomycota
SPICE_G_Crd_SRR11815270	0.143319	37764	10239	Viruses
SPICE_G_Crd_SRR11815270	8.247377	2173154	NA	cannot_be_assigned_to_a_non-viral_phylum
SPICE_G_Crd_SRR11815270	5.541063	1460050	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SPICE_G_Crd_SRR11815270	64.987469	17123962	NA	unclassified
SPICE_G_Crd_SRR11815271	10.514554	3237241	1224	Proteobacteria
SPICE_G_Crd_SRR11815271	3.571376	1099562	4890	Ascomycota
SPICE_G_Crd_SRR11815271	2.792317	859704	1239	Firmicutes
SPICE_G_Crd_SRR11815271	2.579931	794314	201174	Actinobacteria
SPICE_G_Crd_SRR11815271	2.088872	643126	5204	Basidiomycota
SPICE_G_Crd_SRR11815271	0.115557	35578	10239	Viruses
SPICE_G_Crd_SRR11815271	8.812077	2713079	NA	cannot_be_assigned_to_a_non-viral_phylum
SPICE_G_Crd_SRR11815271	5.899872	1816464	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SPICE_G_Crd_SRR11815271	63.625443	19589124	NA	unclassified
SPICE_G_Crd_SRR11815272	11.048247	2629108	1224	Proteobacteria
SPICE_G_Crd_SRR11815272	2.57654	613129	5204	Basidiomycota
SPICE_G_Crd_SRR11815272	2.174037	517347	4890	Ascomycota
SPICE_G_Crd_SRR11815272	1.998781	475642	1239	Firmicutes
SPICE_G_Crd_SRR11815272	1.598232	380325	201174	Actinobacteria
SPICE_G_Crd_SRR11815272	0.093433	22234	10239	Viruses
SPICE_G_Crd_SRR11815272	4.266146	1015198	NA	cannot_be_assigned_to_a_non-viral_phylum
SPICE_G_Crd_SRR11815272	4.996591	1189019	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SPICE_G_Crd_SRR11815272	71.247995	16954604	NA	unclassified
SPICE_S_Iso_SRR11815195	10.198584	1598593	1224	Proteobacteria
SPICE_S_Iso_SRR11815195	3.331161	522148	4890	Ascomycota
SPICE_S_Iso_SRR11815195	2.242773	351547	201174	Actinobacteria
SPICE_S_Iso_SRR11815195	2.038009	319451	1239	Firmicutes
SPICE_S_Iso_SRR11815195	1.843256	288924	5204	Basidiomycota
SPICE_S_Iso_SRR11815195	1.041375	163232	1913637	Mucoromycota
SPICE_S_Iso_SRR11815195	0.139033	21793	10239	Viruses
SPICE_S_Iso_SRR11815195	9.585378	1502475	NA	cannot_be_assigned_to_a_non-viral_phylum
SPICE_S_Iso_SRR11815195	4.89917	767928	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SPICE_S_Iso_SRR11815195	64.681262	10138566	NA	unclassified
SPICE_S_Iso_SRR11815196	10.182958	1486042	1224	Proteobacteria
SPICE_S_Iso_SRR11815196	3.264903	476461	4890	Ascomycota
SPICE_S_Iso_SRR11815196	2.277375	332347	201174	Actinobacteria
SPICE_S_Iso_SRR11815196	2.191926	319877	1239	Firmicutes
SPICE_S_Iso_SRR11815196	1.906989	278295	5204	Basidiomycota
SPICE_S_Iso_SRR11815196	1.080713	157713	1913637	Mucoromycota
SPICE_S_Iso_SRR11815196	0.134513	19630	10239	Viruses
SPICE_S_Iso_SRR11815196	9.419641	1374648	NA	cannot_be_assigned_to_a_non-viral_phylum
SPICE_S_Iso_SRR11815196	4.915948	717405	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SPICE_S_Iso_SRR11815196	64.625037	9431004	NA	unclassified
SPICE_S_Iso_SRR11815207	10.343985	3120817	1224	Proteobacteria
SPICE_S_Iso_SRR11815207	3.232216	975171	4890	Ascomycota
SPICE_S_Iso_SRR11815207	2.577328	777589	1239	Firmicutes
SPICE_S_Iso_SRR11815207	2.46252	742951	201174	Actinobacteria
SPICE_S_Iso_SRR11815207	1.932887	583159	5204	Basidiomycota
SPICE_S_Iso_SRR11815207	1.08597	327641	1913637	Mucoromycota
SPICE_S_Iso_SRR11815207	0.126329	38114	10239	Viruses
SPICE_S_Iso_SRR11815207	9.291097	2803157	NA	cannot_be_assigned_to_a_non-viral_phylum
SPICE_S_Iso_SRR11815207	4.914612	1482756	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SPICE_S_Iso_SRR11815207	64.033055	19319000	NA	unclassified
SPICE_S_Iso_SRR11815218	10.041487	3145195	1224	Proteobacteria
SPICE_S_Iso_SRR11815218	3.389192	1061563	4890	Ascomycota
SPICE_S_Iso_SRR11815218	2.361656	739718	201174	Actinobacteria
SPICE_S_Iso_SRR11815218	2.259616	707757	1239	Firmicutes
SPICE_S_Iso_SRR11815218	1.629308	510332	5204	Basidiomycota
SPICE_S_Iso_SRR11815218	1.0189	319140	1913637	Mucoromycota
SPICE_S_Iso_SRR11815218	0.144655	45309	10239	Viruses
SPICE_S_Iso_SRR11815218	9.346834	2927616	NA	cannot_be_assigned_to_a_non-viral_phylum
SPICE_S_Iso_SRR11815218	4.714056	1476537	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SPICE_S_Iso_SRR11815218	65.094298	20388838	NA	unclassified
SPICE_S_Iso_SRR11815229	10.167206	2391087	1224	Proteobacteria
SPICE_S_Iso_SRR11815229	3.376602	794097	4890	Ascomycota
SPICE_S_Iso_SRR11815229	2.240637	526945	201174	Actinobacteria
SPICE_S_Iso_SRR11815229	2.13228	501462	1239	Firmicutes
SPICE_S_Iso_SRR11815229	1.733107	407586	5204	Basidiomycota
SPICE_S_Iso_SRR11815229	1.04644	246098	1913637	Mucoromycota
SPICE_S_Iso_SRR11815229	0.134737	31687	10239	Viruses
SPICE_S_Iso_SRR11815229	10.035773	2360177	NA	cannot_be_assigned_to_a_non-viral_phylum
SPICE_S_Iso_SRR11815229	4.685678	1101961	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SPICE_S_Iso_SRR11815229	64.44754	15156540	NA	unclassified
SPICE_S_Iso_SRR11815240	11.364156	2153913	1224	Proteobacteria
SPICE_S_Iso_SRR11815240	4.239714	803577	4890	Ascomycota
SPICE_S_Iso_SRR11815240	2.334347	442442	201174	Actinobacteria
SPICE_S_Iso_SRR11815240	2.219983	420766	1239	Firmicutes
SPICE_S_Iso_SRR11815240	2.004251	379877	5204	Basidiomycota
SPICE_S_Iso_SRR11815240	0.110929	21025	10239	Viruses
SPICE_S_Iso_SRR11815240	10.781426	2043465	NA	cannot_be_assigned_to_a_non-viral_phylum
SPICE_S_Iso_SRR11815240	5.950083	1127753	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SPICE_S_Iso_SRR11815240	60.99512	11560751	NA	unclassified
SPICE_S_Iso_SRR11815251	10.091422	1921220	1224	Proteobacteria
SPICE_S_Iso_SRR11815251	3.337945	635483	4890	Ascomycota
SPICE_S_Iso_SRR11815251	2.402103	457316	201174	Actinobacteria
SPICE_S_Iso_SRR11815251	2.322989	442254	1239	Firmicutes
SPICE_S_Iso_SRR11815251	1.877934	357524	5204	Basidiomycota
SPICE_S_Iso_SRR11815251	0.107484	20463	10239	Viruses
SPICE_S_Iso_SRR11815251	8.545615	1626927	NA	cannot_be_assigned_to_a_non-viral_phylum
SPICE_S_Iso_SRR11815251	5.266504	1002645	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SPICE_S_Iso_SRR11815251	66.048002	12574318	NA	unclassified
SPICE_S_Iso_SRR11815261	10.497691	3353651	1224	Proteobacteria
SPICE_S_Iso_SRR11815261	3.650149	1166097	4890	Ascomycota
SPICE_S_Iso_SRR11815261	2.350504	750905	1239	Firmicutes
SPICE_S_Iso_SRR11815261	2.338543	747084	201174	Actinobacteria
SPICE_S_Iso_SRR11815261	1.814684	579729	5204	Basidiomycota
SPICE_S_Iso_SRR11815261	0.097388	31112	10239	Viruses
SPICE_S_Iso_SRR11815261	9.88351	3157441	NA	cannot_be_assigned_to_a_non-viral_phylum
SPICE_S_Iso_SRR11815261	5.239457	1673826	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SPICE_S_Iso_SRR11815261	64.128077	20486712	NA	unclassified
SPICE_S_Iso_SRR11815273	10.873121	3230235	1224	Proteobacteria
SPICE_S_Iso_SRR11815273	3.799075	1128646	4890	Ascomycota
SPICE_S_Iso_SRR11815273	2.498589	742292	201174	Actinobacteria
SPICE_S_Iso_SRR11815273	2.485256	738331	1239	Firmicutes
SPICE_S_Iso_SRR11815273	2.111531	627303	5204	Basidiomycota
SPICE_S_Iso_SRR11815273	1.014156	301290	1913637	Mucoromycota
SPICE_S_Iso_SRR11815273	0.10806	32103	10239	Viruses
SPICE_S_Iso_SRR11815273	10.049483	2985545	NA	cannot_be_assigned_to_a_non-viral_phylum
SPICE_S_Iso_SRR11815273	4.869854	1446758	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SPICE_S_Iso_SRR11815273	62.190872	18475940	NA	unclassified
SPICE_S_Iso_SRR11815274	11.261984	2944598	1224	Proteobacteria
SPICE_S_Iso_SRR11815274	3.823057	999590	4890	Ascomycota
SPICE_S_Iso_SRR11815274	2.323804	607590	201174	Actinobacteria
SPICE_S_Iso_SRR11815274	2.26354	591833	1239	Firmicutes
SPICE_S_Iso_SRR11815274	1.891392	494530	5204	Basidiomycota
SPICE_S_Iso_SRR11815274	0.098874	25852	10239	Viruses
SPICE_S_Iso_SRR11815274	10.861382	2839855	NA	cannot_be_assigned_to_a_non-viral_phylum
SPICE_S_Iso_SRR11815274	5.702333	1490952	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SPICE_S_Iso_SRR11815274	61.773634	16151552	NA	unclassified
