SampleID	Run	BioProject	Species	BioSample	RearingCondition	Bytes	CenterName	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Platform	ReleaseDate	SampleName	SRAStudy	LibraryName	AvgSpotLen	Bases	geo_loc_name_country	geo_loc_name_country_continent	Collection_date	Sex	Dev_stage	Age	Tissue	RearingConditions	Isolate	strain	growth_condition	Inputtrim_reads	Avread_length	Unique_map	Unique_rate	Multipleloci_map	Multipleloci_rate	Toomany_map	Toomany_rate	Map_SUM	Mismatch_unmap	Short_unmap	Short_rate	Other_unmap	Other_rate
SPICE_S_Iso_SRR11815218	SRR11815218	PRJNA633949	Schistocerca_piceifrons	SAMN14978044	Isolated	3562867610	TEXAS_A&M_UNIVERSITY	SRX8366256	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SPIC_I2_T	SRP262381	SPIC_I2_T_lib	300	9626342700	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Isolated	SPIC_I2	NA	NA	31322005	294	25626385	81.8	3410519	10.9	751494	2.4	95.1	0	1046937	3.3	486670	1.6
SPICE_S_Iso_SRR11815229	SRR11815229	PRJNA633949	Schistocerca_piceifrons	SAMN14978043	Isolated	2680235260	TEXAS_A&M_UNIVERSITY	SRX8366245	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SPIC_I1_T	SRP262381	SPIC_I1_T_lib	300	7231868700	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Isolated	SPIC_I1	NA	NA	23517640	294	19360137	82.3	2173393	9.2	524445	2.2	93.8	0	998822	4.2	460843	2.0
SSCUB_G_Crd_SRR11815219	SRR11815219	PRJNA633949	Schistocerca_serialis_cubense	SAMN14978097	Crowded	2625262917	TEXAS_A&M_UNIVERSITY	SRX8366255	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SCUB_C5_T	SRP262381	SCUB_C5_T_lib	300	6299806500	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Crowded	SCUB_C5	NA	NA	20580324	289	18079007	87.8	1484963	7.2	422669	2.1	97.1	0	434388	2.1	159297	0.8
SSCUB_G_Crd_SRR11815220	SRR11815220	PRJNA633949	Schistocerca_serialis_cubense	SAMN14978096	Crowded	2217780228	TEXAS_A&M_UNIVERSITY	SRX8366254	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SCUB_C4_T	SRP262381	SCUB_C4_T_lib	300	5313655800	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Crowded	SCUB_C4	NA	NA	17361894	288	13225321	76.2	1920230	11.1	749607	4.3	91.6	0	1092883	6.3	373853	2.2
SSCUB_G_Crd_SRR11815221	SRR11815221	PRJNA633949	Schistocerca_serialis_cubense	SAMN14978095	Crowded	4359459468	TEXAS_A&M_UNIVERSITY	SRX8366253	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SCUB_C3_T	SRP262381	SCUB_C3_T_lib	300	11763859200	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Crowded	SCUB_C3	NA	NA	38306515	294	30203760	78.8	3757367	9.8	971938	2.5	91.2	0	1961086	5.1	1412364	3.7
SSCUB_G_Crd_SRR11815222	SRR11815222	PRJNA633949	Schistocerca_serialis_cubense	SAMN14978094	Crowded	3936623221	TEXAS_A&M_UNIVERSITY	SRX8366252	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SCUB_C2_T	SRP262381	SCUB_C2_T_lib	300	10632662400	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Crowded	SCUB_C2	NA	NA	34666790	294	27789705	80.2	3983233	11.5	873349	2.5	94.2	0	1129858	3.3	890645	2.6
SSCUB_G_Crd_SRR11815223	SRR11815223	PRJNA633949	Schistocerca_serialis_cubense	SAMN14978093	Crowded	3410938973	TEXAS_A&M_UNIVERSITY	SRX8366251	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SCUB_C1_T	SRP262381	SCUB_C1_T_lib	300	9155764500	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Crowded	SCUB_C1	NA	NA	29786940	294	24223878	81.3	2856763	9.6	777917	2.6	93.5	0	1067734	3.6	860648	2.9
SSCUB_S_Iso_SRR11815230	SRR11815230	PRJNA633949	Schistocerca_serialis_cubense	SAMN14978087	Isolated	2082122569	TEXAS_A&M_UNIVERSITY	SRX8366244	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SCUB_I5_T	SRP262381	SCUB_I5_T_lib	300	5116921500	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Isolated	SCUB_I5	NA	NA	16764344	291	13350727	79.6	1841006	11.0	586856	3.5	94.1	0	552185	3.3	433570	2.6
SSCUB_S_Iso_SRR11815231	SRR11815231	PRJNA633949	Schistocerca_serialis_cubense	SAMN14978086	Isolated	2346142200	TEXAS_A&M_UNIVERSITY	SRX8366243	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SCUB_I4_T	SRP262381	SCUB_I4_T_lib	300	5634456600	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Isolated	SCUB_I4	NA	NA	18382554	289	16019094	87.1	1373695	7.5	431823	2.3	97.0	0	399173	2.2	158769	0.9
SSCUB_S_Iso_SRR11815232	SRR11815232	PRJNA633949	Schistocerca_serialis_cubense	SAMN14978085	Isolated	4626970922	TEXAS_A&M_UNIVERSITY	SRX8366242	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SCUB_I3_T	SRP262381	SCUB_I3_T_lib	300	12448807200	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Isolated	SCUB_I3	NA	NA	40518896	294	33101411	81.7	3145041	7.8	790021	1.9	91.4	0	1896631	4.7	1585792	3.9
SSCUB_S_Iso_SRR11815233	SRR11815233	PRJNA633949	Schistocerca_serialis_cubense	SAMN14978084	Isolated	3628944098	TEXAS_A&M_UNIVERSITY	SRX8366241	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SCUB_I2_T	SRP262381	SCUB_I2_T_lib	300	9800871000	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Isolated	SCUB_I2	NA	NA	31937830	294	26149247	81.9	3009021	9.4	633032	2.0	93.3	0	1154333	3.6	992197	3.1
SSCUB_S_Iso_SRR11815234	SRR11815234	PRJNA633949	Schistocerca_serialis_cubense	SAMN14978083	Isolated	3534881836	TEXAS_A&M_UNIVERSITY	SRX8366240	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SCUB_I1_T	SRP262381	SCUB_I1_T_lib	300	9509280900	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Isolated	SCUB_I1	NA	NA	30954647	294	25764058	83.2	2530928	8.2	573149	1.9	93.3	0	1406888	4.5	679624	2.2
GREG-HATCH-S1-FULL_S20	NA	NA	Schistocerca_gregaria	NA	Isolated	NA	TEXAS_A&M_UNIVERSITY	NA	NovaSeq_SP	PAIRED	cDNA	TRANSCRIPTOMIC	ILLUMINA	NA	NA	NA	NA	NA	NA	NA	NA	2022	female	Last_nymphal_instar	Last_nymphal_instar	Whole_body	Isolated	NA	NA	NA	44376233	276	20202761	45.5	3067223	6.9	3560575	8.0	60.5	0	11787203	26.6	5758471	13.0
SGREG_G_Crd_DRR018507	DRR018507	PRJDB2008	Schistocerca_gregaria	SAMD00004171	NA	1941239980	Hokkaido_System_science_Co.	DRX016700	Illumina_HiSeq_2000	PAIRED	unspecified	TRANSCRIPTOMIC	ILLUMINA	2015-03-26T00:00:00Z	SAMD00004171	DRP002313	DRS016170	202	3062937514	NA	NA	NA	NA	NA	3rd_nymph	Whole_body	NA	DRS016170	NA	NA	14745709	198	11835095	80.3	831550	5.6	430729	2.9	88.8	0	962603	6.5	685732	4.7
SGREG_G_Crd_DRR124537	DRR124537	PRJDB6763	Schistocerca_gregaria	SAMD00112373	NA	2054008045	NIAS	DRX117340	Illumina_HiSeq_2000	PAIRED	RANDOM	TRANSCRIPTOMIC	ILLUMINA	2020-02-13T00:00:00Z	SAMD00112373	DRP005832	Gre-D0	202	3018686990	NA	NA	NA	NA	NA	day_1_of_anti-penultimate_instar	Whole_body	NA	Gre-D0	Niger	NA	14384725	196	12005732	83.5	749138	5.2	524048	3.6	92.3	0	329869	2.3	775938	5.4
SGREG_G_Crd_DRR124538	DRR124538	PRJDB6763	Schistocerca_gregaria	SAMD00112374	NA	2290723422	NIAS	DRX117341	Illumina_HiSeq_2000	PAIRED	RANDOM	TRANSCRIPTOMIC	ILLUMINA	2020-02-13T00:00:00Z	SAMD00112374	DRP005832	Gre-D1	202	3260595120	NA	NA	NA	NA	NA	day_2_of_anti-penultimate_instar	Whole_body	NA	Gre-D1	Niger	NA	15290967	195	12534648	82.0	827042	5.4	495473	3.2	90.6	0	356428	2.3	1077376	7.0
SGREG_G_Crd_DRR124539	DRR124539	PRJDB6763	Schistocerca_gregaria	SAMD00112375	NA	2444888386	NIAS	DRX117342	Illumina_HiSeq_2000	PAIRED	RANDOM	TRANSCRIPTOMIC	ILLUMINA	2020-02-13T00:00:00Z	SAMD00112375	DRP005832	Gre-D2	202	3472589676	NA	NA	NA	NA	NA	day_3_of_anti-penultimate_instar	Whole_body	NA	Gre-D2	Niger	NA	16259342	195	13554683	83.4	891909	5.5	431755	2.7	91.5	0	359213	2.2	1021782	6.3
SGREG_G_Crd_DRR124540	DRR124540	PRJDB6763	Schistocerca_gregaria	SAMD00112376	NA	2110832800	NIAS	DRX117343	Illumina_HiSeq_2000	PAIRED	RANDOM	TRANSCRIPTOMIC	ILLUMINA	2020-02-13T00:00:00Z	SAMD00112376	DRP005832	Gre-D3	202	3108522248	NA	NA	NA	NA	NA	day_4_of_anti-penultimate_instar	Whole_body	NA	Gre-D3	Niger	NA	14837708	196	12569965	84.7	657175	4.4	500713	3.4	92.5	0	347889	2.3	761966	5.1
SGREG_G_Crd_DRR124544	DRR124544	PRJDB6763	Schistocerca_gregaria	SAMD00112380	NA	3050638412	NIAS	DRX117347	Illumina_HiSeq_2000	PAIRED	RANDOM	TRANSCRIPTOMIC	ILLUMINA	2020-02-13T00:00:00Z	SAMD00112380	DRP005832	Alb_WB	202	4303523544	NA	NA	NA	NA	NA	day_2_of_anti-penultimate_instar	Whole_body	NA	Alb_WB	Albino	NA	20189607	192	17366728	86.0	1159626	5.7	472709	2.3	94.1	0	347040	1.7	843504	4.2
SGREG_S_Crd_DRR124533	DRR124533	PRJDB6763	Schistocerca_gregaria	SAMD00112369	NA	2015248098	NIAS	DRX117336	Illumina_HiSeq_2000	PAIRED	RANDOM	TRANSCRIPTOMIC	ILLUMINA	2020-02-13T00:00:00Z	SAMD00112369	DRP005832	SG-8h	202	3000220958	NA	NA	NA	NA	NA	day_1_of_anti-penultimate_instar	Whole_body	NA	SG-8h	Niger	crowded_conditions_for_8_h	14353106	197	11302097	78.7	731292	5.1	740364	5.2	89.0	0	459101	3.2	1120252	7.8
SGREG_S_Crd_DRR124534	DRR124534	PRJDB6763	Schistocerca_gregaria	SAMD00112370	NA	2186877210	NIAS	DRX117337	Illumina_HiSeq_2000	PAIRED	RANDOM	TRANSCRIPTOMIC	ILLUMINA	2020-02-13T00:00:00Z	SAMD00112370	DRP005832	SG-D1	202	3244234332	NA	NA	NA	NA	NA	day_2_of_anti-penultimate_instar	Whole_body	NA	SG-D1	Niger	crowded_conditions_for_1_d	15493482	196	12598031	81.3	836362	5.4	659589	4.3	91.0	0	384648	2.5	1014852	6.6
SGREG_S_Crd_DRR124535	DRR124535	PRJDB6763	Schistocerca_gregaria	SAMD00112371	NA	2296363988	NIAS	DRX117338	Illumina_HiSeq_2000	PAIRED	RANDOM	TRANSCRIPTOMIC	ILLUMINA	2020-02-13T00:00:00Z	SAMD00112371	DRP005832	SG-D2	202	3405008152	NA	NA	NA	NA	NA	day_3_of_anti-penultimate_instar	Whole_body	NA	SG-D2	Niger	crowded_conditions_for_2_d	16261250	196	13666538	84.0	704796	4.3	547648	3.4	91.7	0	468131	2.9	874137	5.4
SGREG_S_Crd_DRR124536	DRR124536	PRJDB6763	Schistocerca_gregaria	SAMD00112372	NA	2342123439	NIAS	DRX117339	Illumina_HiSeq_2000	PAIRED	RANDOM	TRANSCRIPTOMIC	ILLUMINA	2020-02-13T00:00:00Z	SAMD00112372	DRP005832	SG-D3	202	3477338494	NA	NA	NA	NA	NA	day_4_of_anti-penultimate_instar	Whole_body	NA	SG-D3	Niger	crowded_conditions_for_3_d	16575156	196	13705573	82.7	705334	4.3	667723	4.0	91.0	0	415977	2.5	1080549	6.5
SGREG_S_Iso_DRR124528	DRR124528	PRJDB6763	Schistocerca_gregaria	SAMD00112364	NA	2248111717	NIAS	DRX117331	Illumina_HiSeq_2000	PAIRED	RANDOM	TRANSCRIPTOMIC	ILLUMINA	2020-02-13T00:00:00Z	SAMD00112364	DRP005832	Sol-D0	202	3327497318	NA	NA	NA	NA	NA	day_1_of_anti-penultimate_instar	Whole_body	NA	Sol-D0	Niger	NA	15834219	196	12894775	81.4	829227	5.2	657767	4.2	90.8	0	386611	2.4	1065839	6.7
SGREG_S_Iso_DRR124529	DRR124529	PRJDB6763	Schistocerca_gregaria	SAMD00112365	NA	2198657231	NIAS	DRX117332	Illumina_HiSeq_2000	PAIRED	RANDOM	TRANSCRIPTOMIC	ILLUMINA	2020-02-13T00:00:00Z	SAMD00112365	DRP005832	Sol-8h	202	3262915494	NA	NA	NA	NA	NA	day_1_of_anti-penultimate_instar	Whole_body	NA	Sol-8h	Niger	NA	15599187	197	13309335	85.3	774904	5.0	481815	3.1	93.4	0	351197	2.3	681936	4.4
SGREG_S_Iso_DRR124530	DRR124530	PRJDB6763	Schistocerca_gregaria	SAMD00112366	NA	2283696013	NIAS	DRX117333	Illumina_HiSeq_2000	PAIRED	RANDOM	TRANSCRIPTOMIC	ILLUMINA	2020-02-13T00:00:00Z	SAMD00112366	DRP005832	Sol-D1	202	3381161648	NA	NA	NA	NA	NA	day_2_of_anti-penultimate_instar	Whole_body	NA	Sol-D1	Niger	NA	16133371	196	13950105	86.5	788188	4.9	426639	2.6	94.0	0	331833	2.1	636606	3.9
SGREG_S_Iso_DRR124531	DRR124531	PRJDB6763	Schistocerca_gregaria	SAMD00112367	NA	2446031318	NIAS	DRX117334	Illumina_HiSeq_2000	PAIRED	RANDOM	TRANSCRIPTOMIC	ILLUMINA	2020-02-13T00:00:00Z	SAMD00112367	DRP005832	Sol-D2	202	3617295810	NA	NA	NA	NA	NA	day_3_of_anti-penultimate_instar	Whole_body	NA	Sol-D2	Niger	NA	17265288	196	14552851	84.3	798110	4.6	573543	3.3	92.2	0	434269	2.5	906515	5.3
SGREG_S_Iso_DRR124532	DRR124532	PRJDB6763	Schistocerca_gregaria	SAMD00112368	NA	2205761134	NIAS	DRX117335	Illumina_HiSeq_2000	PAIRED	RANDOM	TRANSCRIPTOMIC	ILLUMINA	2020-02-13T00:00:00Z	SAMD00112368	DRP005832	Sol-D3	202	3269551800	NA	NA	NA	NA	NA	day_4_of_anti-penultimate_instar	Whole_body	NA	Sol-D3	Niger	NA	15610868	196	13330979	85.4	666834	4.3	507885	3.3	92.9	0	360563	2.3	744607	4.8
SGREG_G_Crd_SRR8708080	SRR8708080	PRJNA524786	Schistocerca_gregaria	SAMN11039642	NA	6027667522	UNIVERSITY_OF_GOETTINGEN	SRX5503503	Illumina_HiSeq_2000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2020-01-21T00:00:00Z	1-4d_EMB	SRP188106	1-4d_EMB	200	9241036800	United_Kingdom	Europe	NA	NA	embryo	1-4_days	Whole_egg	NA	NA	NA	NA	45682737	197	39394580	86.2	1786827	3.9	1179125	2.6	92.7	0	1107246	2.4	2214959	4.8
SGREG_G_Crd_SRR8708081	SRR8708081	PRJNA524786	Schistocerca_gregaria	SAMN11039643	NA	6503028077	UNIVERSITY_OF_GOETTINGEN	SRX5503502	Illumina_HiSeq_2000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2020-01-21T00:00:00Z	5-7d_EMB	SRP188106	5-7d_EMB	200	9893366800	United_Kingdom	Europe	NA	NA	embryo	5-7_days	Whole_egg	NA	NA	NA	NA	48927383	196	40056566	81.9	3509270	7.2	1193274	2.4	91.5	0	1265314	2.6	2902959	5.9
SGREG_G_Crd_SRR8708082	SRR8708082	PRJNA524786	Schistocerca_gregaria	SAMN11039644	NA	6192653489	UNIVERSITY_OF_GOETTINGEN	SRX5503501	Illumina_HiSeq_2000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2020-01-21T00:00:00Z	8-10d_EMB	SRP188106	8-10d_EMB	200	9405264000	United_Kingdom	Europe	NA	NA	embryo	8-9_days	Whole_egg	NA	NA	NA	NA	46457415	196	36678276	79.0	2834307	6.1	1207996	2.6	87.7	0	1539563	3.3	4197273	9.0
SGREG_G_Crd_SRR8708083	SRR8708083	PRJNA524786	Schistocerca_gregaria	SAMN11039645	NA	6033870864	UNIVERSITY_OF_GOETTINGEN	SRX5503500	Illumina_HiSeq_2000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2020-01-21T00:00:00Z	11-14d_EMB	SRP188106	11-14d_EMB	200	9216249000	United_Kingdom	Europe	NA	NA	embryo	11-14_days	Whole_egg	NA	NA	NA	NA	45616292	196	37887521	83.1	1846657	4.0	1476506	3.2	90.3	0	1182493	2.6	3223115	7.1
GREG-G-CCT-11-WG_S9	NA	NA	Schistocerca_gregaria	NA	Crowded	NA	TEXAS_A&M_UNIVERSITY	NA	NovaSeq_SP	PAIRED	cDNA	TRANSCRIPTOMIC	ILLUMINA	NA	NA	NA	NA	NA	NA	NA	NA	2022	female	Last_nymphal_instar	Last_nymphal_instar	Whole_gut	Crowded	NA	NA	NA	36015718	286	7085682	19.7	3029888	8.4	4188693	11.6	39.7	0	11357449	31.5	10354006	28.7
GREG-S-ICT-9-WG_S1	NA	NA	Schistocerca_gregaria	NA	Isolated	NA	TEXAS_A&M_UNIVERSITY	NA	NovaSeq_SP	PAIRED	cDNA	TRANSCRIPTOMIC	ILLUMINA	NA	NA	NA	NA	NA	NA	NA	NA	2022	female	Last_nymphal_instar	Last_nymphal_instar	Whole_gut	Isolated	NA	NA	NA	55612465	283	11176950	20.1	4581345	8.2	6288722	11.3	39.6	0	20907805	37.6	12657643	22.8
